URL,Titre,Chapeau,Description,Date de début,Date de fin,Mots clés,Nom du lieu,Adresse du lieu,Code postal,Ville,Coordonnées géographiques,Type de prix,audience,durée
https://www.paris.fr/evenements/mozart-concerto-n-9-maria-joao-pires-trevor-pinnock-23386,"MOZART, CONCERTO N° 9 - MARIA-JOÃO PIRES / TREVOR PINNOCK","Maria-João Pires nous a laissé des enregistrements vibrants des concertos de Mozart. Elle revient ici au Neuvième, fameuse partition dédiée à mademoiselle Jeunehomme.","<p>Maria-João Pires nous a laissé des enregistrements vibrants des concertos de Mozart. Elle revient ici au <em>Neuvième</em>, fameuse partition dédiée à mademoiselle Jeunehomme. Le programme aura commencé avec <em>la Cinquième Symphonie</em> de Schubert, dont la concision et la légèreté s’inscrivent tout naturellement dans les pas de Mozart. Il s’achèvera par l’avant-dernière symphonie de Haydn, l’une des plus célèbres du cycle des « Londoniennes », qui s’ouvre par un surprenant roulement de timbales.<br><br><strong>FRANZ SCHUBERT</strong><br><em>Symphonie n° 5</em><br><br><strong>WOLFGANG AMADEUS MOZART</strong><br><em>Concerto pour piano et orchestre n° 9 ""Jeunehomme""</em><br><br><strong>JOSEPH HAYDN</strong><br><em>Symphonie n° 103 ""Roulement de timbale""</em><br><br><strong>MARIA-JOÃO PIRES</strong> piano<br><strong>ORCHESTRE NATIONAL DE FRANCE<br>TREVOR PINNOCK </strong>direction</p>",2023-06-15 23:00:00+02:00,2023-06-16 01:00:00+02:00,Concert,Maison de la Radio et de la Musique,116 avenue du Président Kennedy,75016,Paris,"48.8521490054448, 2.27952897654825",payant,Tout public.,0
https://www.paris.fr/evenements/vivaldi-2-23596,Vivaldi #2,"Ouvertures et airs d'opéra de Vilvaldi, Chelleri et Ristori interprétés par la mezzo-soprano Adèle Charvet et Le Consort.","<p>Le Consort est né de la rencontre de quatre jeunes musiciens fédérés par le claveciniste Justin Taylor. Ils se font un plaisir de chercher une texture sonore qui leur soit personnelle, en explorant notamment le répertoire de la sonate en trio à deux violons, formation reine de la musique de chambre à l’époque baroque. Ils ont aussi le désir de mettre leur pratique instrumentale au service de la musique vocale, comme le montrera le concert qu’ils donneront en compagnie d’Adèle Charvet. Vivaldi, Corelli, Torelli, Albinoni et quelques autres seront de la fête au fil de ces trois concerts.<br><br>Œuvres de<strong> ANTONIO VIVALDI, FORTUNATO CHELLERI </strong>et<strong> GIOVANNI ALBERTO RISTORI</strong><br><em>Ouvertures et airs d'opéra</em><br><br><strong>ADÈLE CHARVET </strong>mezzo-soprano <br><br><strong>LE CONSORT<br>JUSTIN TAYLOR </strong>clavecin et direction</p>",2023-06-03 23:00:00+02:00,2023-06-04 01:00:00+02:00,Concert,Maison de la Radio et de la Musique,116 avenue du Président Kenney,75016,Paris,"48.8521490054448, 2.27952897654825",payant,Tout public.,0
https://www.paris.fr/evenements/chorus-line-6-23717,Chorus Line #6,Rendez-vous à l'Eglise Saint Eustache pour un concert de Musique Chorale avec le Chœur de Radio France.,"<p>Bestiaire : ce mot évoque un type singulier de relations entre l’humanité et l’animal. Depuis des temps très anciens, certains hommes se glissent dans une « enveloppe » animale, souvent en recourant au support de la musique. « Ayant moi-même assisté, à la fin du siècle dernier à Port-au-Prince, en Haïti, à un rituel au cours duquel une jeune danseuse, face à des musiciens, se trouvait possédée par une force animale, l’idée d’irriguer de cette manière une œuvre musicale a cheminé dans mon esprit », raconte Arnaud Petit. Des instruments électriques et électroniques, joués dans une perspective inspirée de leur utilisation dans les pratiques populaires, chemineront avec le Chœur que dirigera Simon-Pierre Bestion, féru de musiques extra-européennes.<br><br><strong>ARNAUD PETIT</strong><br><em>Bestiaire pour chœur mixte, récitant et ensemble instrumental </em>(commande de Radio France - création mondiale)<br><br><strong>CHŒUR DE RADIO FRANCE<br>SIMON-PIERRE BESTION</strong> direction</p>",2024-03-30 21:00:00+01:00,2024-03-30 23:00:00+01:00,Concert,Eglise Saint Eustache,2 St Eustache,75001,Paris,"48.8637219829781, 2.34546203275465",payant,Tout public.,0
https://www.paris.fr/evenements/conteurs-et-compagnie-et-calliope-les-soirees-conte-au-rigoletto-26444,Conteurs et compagnie et Calliope - Les soirées Conte au Rigoletto !,"Depuis plus de 7 ans, les soirées contes enchantent le public au Rigoletto. Récits traditionnels ou contemporains, conteurs émergents ou bien connus, retrouvez-nous un mardi soir par mois pour une soirée conte conviviale.","<p><br></p><p>Un mardi soir par mois, le Rigoletto accueille Conteurs en Compagnie et Calliope pour une soirée Conte.</p><p>Conteurs émergents et expérimentés, récits traditionnels ou contemporains, nous vous proposons une programmation dense où se mêleront mémoire et émotion de l'instant</p><p>La racontée est précédée d'une scène ouverte sur inscription : conteursencie@calliope.fr</p><div class=""component-image""><img src=""https://cdn.paris.fr/qfapv4/2022/09/15/original-b39231ff021a518a7c688e47ae939624.jpg"" alt=""""></img></div><a href=""https://fr.calameo.com/read/00675131781a75e602910"">Le programme en détail</a>",2022-09-20 23:00:00+02:00,2023-06-21 01:00:00+02:00,Littérature,Le Rigoletto,337 rue de Belleville,75019,Paris,"48.8767879870146, 2.40500195995207",gratuit sous condition,Tout public.,273
https://www.paris.fr/evenements/stage-5-11-ans-theatre-hip-hop-vacances-juillet-2023-27212,Stage 5-11 ans Théâtre/Hip-hop vacances juillet 2023,"Lundi 10 au jeudi 13 juillet 2023

> Théâtre/Hip-hop: 14h-17h","<p><strong>Théâtre &amp; Hip-hop :</strong><br>Voix et mouvement, parole et geste, rythme et improvisations… ce stage initie, dans les rires et la bonne humeur, les petits artistes en herbe à l’univers de la scène. Par la mise en scène de saynètes, de créations de personnages, d’orchestres gestuels, les enfants seront guidés pour allier l’univers parlé et dansé. Ce stage rythmé, tonique et surtout très ludique permet, en 5 jours, de s’initier à la Danse contemporaine : comment le corps peut traduire telle idée, telle émotion, tel sentiment… ? Un spectacle est présenté en fin de stage devant les parents ! Une initiation avec joie au rythme, et aux danses urbaines. Du rythme, du son, de la coordination et du mouvement !</p><p>Lundi 10 au jeudi 13 juillet 2023<strong><br></strong></p><p><a href=""https://viviarto.com/panier-central/?organizer-id=8342&amp;format-id=5478&amp;cart-action=cart-initialisation"" target=""_blank""><strong></strong><strong><strong><em>&gt; Théâtre/Hip-hop</em></strong></strong></a>: <em>14h-17h</em></p><p><em>Chaque <strong>stage </strong>est encadré par des artistes professionnelles durant les <strong>vacances </strong><strong>d’été</strong><strong> 2022</strong>. </em>Pour les deux stages Théâtre/Hip-hop, <em><a href=""https://compagniemaya.com/equipe/""><strong>Flavie</strong> <strong>Testud</strong></a> (théâtre) et <a href=""https://compagniemaya.com/equipe/""><strong>Julie</strong> <strong>Suchestow </strong></a>(Hip-hop). </em><em>La petite troupe d’enfants changera de discipline toutes les 45 minutes/1h.</em></p><p><em>Stages dans un <strong>vrai théâtre du 11e arrondissement</strong> :</em><em><br></em><em><strong>&gt; </strong></em><em>Théâtre du Temps (<a href=""https://maps.google.com/?q=9+rue+du+Morvan,+75011&amp;entry=gmail&amp;source=g"">9 rue du Morvan, 75011</a>)</em><em><br>M° Voltaire, Père-Lachaise, Rue St-Maur ou Philippe-Auguste</em></p><p>Inscriptions : enfants de 5 à 11 ans<strong><br></strong>Lundi 10 au jeudi 13 juillet 2023 : 149€<strong><br></strong><em>Chèques-vacances ANCV, Coupons-sport acceptés.</em></p>",2023-07-10 17:00:00+02:00,2023-07-13 20:00:00+02:00,"Danse,Enfants,Théâtre",Théâtre du Temps,9 rue du Morvan,75011,Paris,"48.8600750169065, 2.38157102017738",payant,Public enfants. A partir de 5 ans. Jusqu'à 11 ans.,3
https://www.paris.fr/evenements/mario-canonge-michel-zenino-duo-jazz-22312,"MARIO CANONGE & MICHEL ZENINO ""Duo Jazz""","Une saison en plus au Baiser Salé pour Mario Canonge et Michel Zenino ! Tous les mercredis à 19h30, rendez vous avec deux incontournables de la rue des Lombards mais aussi de la scène jazz française. #17 #JazzLegend – Résidence","<p>Tous les mercredis à 19h depuis bientôt 17 ans, la
 magie opère au Baiser Salé… Mario Canonge et Michel Zenino en duo 
piano/contrebasse, revisitent les standards du répertoire. La formule 
peut sembler banale, mais ce pari risqué est réussi ! La stature de 
Michel Zenino accompagné de sa contrebasse impressionne, il plaisante 
avec son instrument et jamais ne sourcille. Mario Canonge au piano, est 
sans doute l’un des plus grands représentants de la musique caribéenne :
 son jeu, sa vélocité et son allure sont de renom. L’un joue quelques 
notes, puis l’autre acquiesce et l’accompagne… le Duo Jazz s’agite !<br><br>Le public est vivement convié à ce rendez-vous, témoin d’un dialogue entre deux grands musiciens du jazz !</p>",2023-01-04 20:00:00+01:00,2023-06-21 23:30:00+02:00,Concert,Le Baiser Salé,58 rue des Lombards,75001,Paris,"48.859847993059, 2.34781097730055",payant,Tout public.,168
https://www.paris.fr/evenements/sur-les-routes-de-samarcande-merveilles-de-soie-et-d-or-27654,Sur les routes de Samarcande. Merveilles de soie et d’or,"Une collection d’œuvres uniques, exposées pour la première fois hors des musées d’Ouzbékistan, est à découvrir à l’IMA. Soit plusieurs centaines de pièces, et autant de splendeurs confectionnées au tournant du XXe siècle, qui nous plongent dans l’histoire et les savoir-faire ancestraux d’un pays creuset de civilisations millénaires.","<p>Somptueux manteaux <em>chapans</em> et accessoires brodés d’or de la cour de l’Émir, selles en bois peintes, harnachements de chevaux en argent sertis de turquoises, précieuses tentures brodées <em>suzanis</em>, tapis, ikats de soie, bijoux et costumes de la culture nomade ainsi qu’une quinzaine de peintures orientalistes : au fil d’un parcours déployé sur plus de 1100 m² se déploient près de 300 pièces inédites, représentatives des trésors de l’Ouzbékistan.</p><h4>Des trésors d'artisanat constitutifs de l'identité ouzbèke</h4><p>« Sur les routes de Samarcande » magnifie la renaissance des splendeurs artisanales au XIX<sup>e</sup> et au début du XX<sup>e</sup> siècle, constitutives de l’identité ouzbèke. Le textile, à l’instar des puissances du monde islamique, y joue un rôle capital ; la broderie de Boukhara, notamment, occupe une place particulière parmi les nombreuses formes d’art d’Ouzbékistan. C’est durant l’émirat de Boukhara (1785-1920) que la broderie d’or atteint son apogée et sa renommée en termes de technique, de qualité et surtout de créativité. Nombre de productions splendides et monumentales – chapans, robes, coiffes, tapis de selle mêlant couleurs et or – réservées à la cour et aux cadeaux diplomatiques sont exclusivement confectionnées à l’atelier privé de l’émir et témoignent de son art de vivre opulent. Bien d’autres pièces sont à découvrir au fil de l’exposition, offrant une perspective plus large de la société de l’époque, dont les fameux ikats et leur florilège de couleurs, des tissages fruit de techniques ancestrales, et des spécificités stylistiques régionales du Khorezm, de la vallée du Ferghana ou de la région du Karakalpak, où des accumulations de bijoux prolongeaient le vestiaire féminin.</p><h4>Une terre d'inspiration pour les peintres</h4><p>Au tournant du siècle, le Turkestan – territoire qui couvre la future république d’Ouzbékistan – est la destination de prédilection de nombreux artistes d’Asie centrale et de Russie. De nouvelles écoles d’art se créent dans les années 1920 ; une école ouzbèke voit le jour, dont Alexandre Volkov (1886-1957) prend la tête. Les peintres vont découvrir ce territoire et trouver dans la richesse des paysages, des formes, des couleurs et des visages de l’Asie centrale une inspiration unique. C’est ainsi que l’on retrouve, dans les sujets travaillés, les tapis, suzanis, chapans et ikats présentés dans l’exposition, chaque artiste abordant cette quête d’ailleurs et d’exotisme en suivant son propre style.</p>",2022-11-23 01:00:00+01:00,2023-06-05 01:59:59+02:00,Expo,L'Institut du Monde Arabe,1 rue des Fossés-Saint-Bernard,75005,Paris,"48.849172004894, 2.35621199121522",payant,Tout public.,193
https://www.paris.fr/evenements/1-2-3-raconte-moi-bibliotheque-buffon-17979,"1,2,3 Raconte-moi ! Bibliothèque Buffon",Vous aimez les histoires ? Installez-vous au milieu des coussins et ouvrez grand les oreilles ! Pour les enfants de 0 à 6 ans et leurs parents.,<p>Vous aimez les histoires ? Venez les écouter à la section jeunesse de Buffon !</p><p>Réservation uniquement sur place ou par téléphone 01 55 43 25 25 sur les horaires d'ouverture de la bibliothèque Buffon.<br></p>,2023-01-07 11:30:00+01:00,2023-07-01 14:00:00+02:00,"Enfants,Littérature",Bibliothèque Buffon,15 Bis rue Buffon,75005,Paris,"48.842573, 2.361884",gratuit,Tout public. A partir de 1 ans. Jusqu'à 99 ans.,175
https://www.paris.fr/evenements/ateliers-d-initiation-a-l-informatique-30395,Ateliers d'initiation à l'informatique,"Pour s'initier à l'utilisation d'un ordinateur, à la recherche internet…","<p>Des séances individuelles d'1h pendant laquelle un·e bibliothécaire vous guide dans l'utilisation d'un ordinateur, vous aide à créer votre boîte email, à faire des recherches sur internet, à organiser vos dossiers…</p><p>Il n'est pas nécessaire d'être inscrit à la bibliothèque, mais il faut réserver sa séance.<br></p><p>!! Attention, il ne s'agit pas d'une aide aux démarches administratives !!</p><p>Le mercredi de 10h à 11h ou le vendredi de 13h à 14h<br></p>",2022-01-05 11:00:00+01:00,2023-06-30 17:00:00+02:00,Atelier,Bibliothèque Couronnes - Naguib Mahfouz,66 rue des Couronnes,75020,Paris,"48.8701419787808, 2.3851650819573",gratuit,Public  adolescents adultes. A partir de 15 ans.,541
https://www.paris.fr/evenements/les-samedis-en-famille-creche-des-pretres-saint-severin-19844,Les Samedis en Famille · Crèche des Prêtres Saint-Séverin,"Paris ouvre des crèches au public le samedi matin.
La crèche des Prêtres Saint-Séverin propose des activités de 9h30 à 10h45 et de 11h à 12h15 avec l'association Môm'Artre","<h3>28 crèches sont ouvertes les samedis matin</h3><ul><li>Pour passer du temps avec son enfant autour d’activités d’éveil : jeu libre, éveil musical, art plastique, yoga ou danse parent – enfant</li><li>L’entrée est libre et gratuite, dans la limite des places disponibles. Les activités s’adressent aux familles avec enfant de moins de 6 ans.</li></ul><p><strong>48 cours d'écoles et du collège sont ouvertes chaque samedi de 10h à 19h </strong></p><ul><li>Des animations sont proposées dans certaines cours. Le programme sera affiché devant la cour.</li><li>L'entrée est gratuite et libre mais les enfants de moins de 12 ans devront être accompagnés d'un encadrant.</li></ul><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Retour à la liste</a> de tous les établissements accueillant Les Samedis en Famille à Paris</p><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Découvrez aussi</a> les cours d'écoles et de collèges ouvertes à Paris le samedi matin<br></p>",2023-01-14 10:30:00+01:00,2023-12-16 13:15:00+01:00,"Enfants,Loisirs",Crèche Municipale des Prêtres Saint Séverin,6-12 rue des Prêtres Saint Séverin,75005,Paris,"48.851782, 2.344918",gratuit,Tout public. Jusqu'à 6 ans.,336
https://www.paris.fr/evenements/les-samedis-en-famille-creche-guynemer-11210,Les Samedis en Famille · Crèche Guynemer,"Paris ouvre des crèches au public le samedi matin.
La crèche Guynemer et l'association Môm'Artre proposent des activités les samedis matin de 9h30 à 10h45 et de 11h à 12h15 pour des enfants de 0 à 6 ans","<h3>28 crèches sont ouvertes les samedis matin</h3><ul><li>Pour passer du temps avec son enfant autour d’activités d’éveil : jeu libre, éveil musical, art plastique, yoga ou danse parent – enfant</li><li>L’entrée est libre et gratuite, dans la limite des places disponibles. Les activités s’adressent aux familles avec enfant de moins de 6 ans.</li></ul><p><strong>48 cours d'écoles et du collège sont ouvertes chaque samedi de 10h à 19h </strong></p><ul><li>Des animations sont proposées dans certaines cours. Le programme sera affiché devant la cour.</li><li>L'entrée est gratuite et libre mais les enfants de moins de 12 ans devront être accompagnés d'un encadrant.</li></ul><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Retour à la liste</a> de tous les établissements accueillant Les Samedis en Famille à Paris</p><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Découvrez aussi</a> les cours d'écoles et de collèges ouvertes à Paris le samedi matin<br></p>",2023-01-14 10:30:00+01:00,2023-12-16 13:15:00+01:00,"Enfants,Loisirs",Crèche Guynemer,5 rue Guynemer,75006,Paris,"48.8481307316611, 2.33262399698882",gratuit,Tout public. Jusqu'à 6 ans.,336
https://www.paris.fr/evenements/les-samedis-en-famille-creche-cite-lepage-11516,Les samedis en famille · Crèche Cité Lepage,"Paris ouvre des cours de crèches au public le samedi.
La crèche Cité Lepage et l'association Môme en famille vous proposent les samedis matin de 9h à 11h45 des activités en famille","<h3>28 crèches sont ouvertes les samedis matin</h3><ul><li>Pour passer du temps avec son enfant autour d’activités d’éveil : jeu libre, éveil musical, art plastique, yoga ou danse parent – enfant</li><li>L’entrée est libre et gratuite, dans la limite des places disponibles. Les activités s’adressent aux familles avec enfant de moins de 6 ans.</li></ul><p><strong>48 cours d'écoles et du collège sont ouvertes chaque samedi de 10h à 19h </strong></p><ul><li>Des animations sont proposées dans certaines cours. Le programme sera affiché devant la cour.</li><li>L'entrée est gratuite et libre mais les enfants de moins de 12 ans devront être accompagnés d'un encadrant.</li></ul><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Retour à la liste</a> de tous les établissements accueillant Les Samedis en Famille à Paris</p><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Découvrez aussi</a> les cours d'écoles et de collèges ouvertes à Paris le samedi matin<br></p>",2023-01-14 10:00:00+01:00,2023-12-16 12:45:00+01:00,"Enfants,Loisirs",Crèche Cité Lepage,1é cité Lepage,75019,Paris,"48.8800201355163, 2.37217139849957",gratuit,Tout public. Jusqu'à 6 ans.,336
https://www.paris.fr/evenements/les-samedis-en-famille-jardin-d-enfants-tanger-11213,Les Samedis en Famille · Jardin d'enfants Tanger,"Paris ouvre des crèches et des jardins d'enfants au public le samedi matin.
Le jardin d'enfants Tanger et l'association Môme en famille vous proposent les samedis matin de 9h à 11h45 des activités en famille","<h3>28 crèches et jardins d'enfants sont ouverts les samedis matin</h3><ul><li>Pour passer du temps avec son enfant autour d’activités d’éveil : jeu libre, éveil musical, art plastique, yoga ou danse parent – enfant</li><li>L’entrée est libre et gratuite, dans la limite des places disponibles. Les activités s’adressent aux familles avec enfant de moins de 6 ans.</li></ul><p><strong>48 cours d'écoles et du collège sont ouvertes chaque samedi de 10h à 19h </strong></p><ul><li>Des animations sont proposées dans certaines cours. Le programme sera affiché devant la cour.</li><li>L'entrée est gratuite et libre mais les enfants de moins de 12 ans devront être accompagnés d'un encadrant.</li></ul><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Retour à la liste</a> de tous les établissements accueillant Les Samedis en Famille à Paris</p><p><a href=""https://www.paris.fr/evenements/les-samedis-en-famille-16238"" target=""_blank"" rel=""noopener"" title=""Ouverture dans un nouvel onglet"">Découvrez aussi</a> les cours d'écoles et de collèges ouvertes à Paris le samedi matin<br></p>",2023-01-14 10:00:00+01:00,2023-12-16 12:45:00+01:00,"Enfants,Loisirs",Jardin d'enfant Tanger,"24, rue de Tanger",75019,Paris,"48.8876889873704, 2.37044999486321",gratuit,Tout public. Jusqu'à 6 ans.,336
https://www.paris.fr/evenements/sunday-tribute-telephone-supersonic-32972,Sunday Tribute - Téléphone // Supersonic,"WELCOME TO SUPERSONIC, Concerts gratuits, Nuits rock et Disquaire à Paris !","<p>Les dimanches du Supersonic</p><p>Tous les dimanches, le club rock de Bastille rend hommage à des grands noms de l’histoire du rock en organisant ses mythiques soirées ""Sunday Tribute"" ou les plus récentes ""Albums du dimanche"".</p><p>Cette semaine, place au Sunday Tribute Téléphone !</p><p>Les Impressionistes, Splangled Prophet, Chrèd, So Tree, Bliss joueront chacun leur tour leur interprétation de leurs morceaux préférés du groupe français.</p>",2023-06-18 22:00:00+02:00,2023-06-19 02:00:00+02:00,"Concert,Musique",SUPERSONIC,9 Rue Biscornet,75012,Paris,"48.8502469839762, 2.36970702296574",gratuit,Tout public.,0
https://www.paris.fr/evenements/chase-petra-en-concert-au-supersonic-free-entry-32998,Chase Petra en concert au Supersonic (Free entry),"WELCOME TO SUPERSONIC, Concerts gratuits, Nuits rock et Disquaire à Paris !","<p><strong>CHASE PETRA</strong></p><p>(Pop punk - Long Beach, USA)</p><p>Chase Petra is a band that exists out of necessity. In other words, within this project, making music is not so much a choice as an inherent and inextricable feature of life.</p><p>The band is composed of a group of friends that often aim for adjectives like loud, unapologetic, and ""sort of a lot."" Lately referred to as ""an approachable American mess,"" this band finds their sound sitting somewhere between midwest emo - despite hailing from Long Beach, CA - and early 2000s indie rock and pop punk. Their songs' subject matter runs the gamut, covering issues of social justice (i.e. sexism, classism), personal growing pains, and subjects of a more nefarious nature. Overall, they're just happy to be here.</p><div class=""component-video""><div class=""component-video-wrapper""><iframe src=""https://www.youtube.com/embed/xF_TrAK87VE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></div></div>",2023-10-19 22:00:00+02:00,2023-10-20 02:00:00+02:00,"Concert,Musique",SUPERSONIC,9 Rue Biscornet,75012,Paris,"48.8502469839762, 2.36970702296574",gratuit,Tout public.,0
https://www.paris.fr/evenements/wombo-nadjanoise-supersonic-free-entry-33062,Wombo • NadjaNoise / Supersonic (Free entry),"WELCOME TO SUPERSONIC, Concerts gratuits, Nuits rock et Disquaire à Paris !","<p>WOMBO</p><p>(Indie punk - Louisville, USA)</p><p>Today, Louisville Kentucky based trio, Wombo release and expanded version of their album, Fairy Rust via Fire Talk Records. 'Fairy Rust &amp; Selected Demos' pulls together nine sketches, demos and fully fledged ideas that showcase the band's recording process and act as a perfect companion piece to an album that Paste compliments the “thumping bass line and Chadwick’s gauzy vocals” and the FADER calles “a trove of dreams and secrets”.</p><div class=""component-video""><div class=""component-video-wrapper""><iframe src=""https://www.youtube.com/embed/uJqEZY8LQFs?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></div></div><p>NADJANOISE</p><p>(Spleen pop - Le Mans, FR)</p><p>Le cœur de Nadjanoise bat vite. Le duo court après des figures nocturnes et cueille dans ses textes, les objets étranges qu’elles égrènent sur leur passage.</p><p>Dans leur poursuite, ils nous entraînent dans des paysages cold-wave et oniriques. On traverse avec eux la plus sombre des nuits, illuminée par le son clair des guitares.</p><p>Mais le voyage nous mène aussi sur des sentiers familiers : ceux des mélodies colorées des Cure (The Top), des guitares scintillantes de Motorama (Calendar), et des harmonies mélancoliques de Nick Drake (Pink moon)…Enjoy the ride !</p><div class=""component-video""><div class=""component-video-wrapper""><iframe src=""https://www.youtube.com/embed/OlW_XMRJ3zs?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></div></div>",2023-05-22 22:00:00+02:00,2023-05-23 02:00:00+02:00,"Concert,Musique",SUPERSONIC,9 Rue Biscornet,75012,Paris,"48.8502469839762, 2.36970702296574",gratuit,Tout public.,0
https://www.paris.fr/evenements/stage-de-dessin-du-portrait-au-musee-du-louvre-17892,Stage de dessin du portrait au Musée du Louvre,"Ce stage de dessin a pour objet le dessin de la tête et du visage afin de mieux le travail du portrait. Depuis les étapes préalables de construction jusqu'à la finalisation du dessin avec les valeurs.
Chaque jour abordera un médium de dessin différent : encre de chine, lavis, fusain, technique des 3 crayons sur papier teinté, mine de plomb et crayons.","<p>Pour dessiner un visage, il est nécessaire d'en comprendre les proportions, les éléments principaux structurels du crâne, de voir comment une tête tourne dans l'espace et ensuite de voir comment se place les valeurs.<br><br>Contenu du cours :<br>- Proportions de la tête : face, 3/4 et profil<br>- Étapes successives depuis la construction à la finalisation.<br>- Repère osseux et musculaires.<br>- Dessin des valeurs : ombres et lumière<br>- Travail avec différents médiums différent de dessin chaque jour<br>Les cours sont réalisés sur la base d'explications théoriques, de démonstrations suivies d'applications pratiques.</p>",2023-04-24 13:00:00+02:00,2023-08-11 19:30:00+02:00,Atelier,Musée du Louvre,Rue de Rivoli,75001,Paris,"48.8615672611341, 2.33888345997654",payant,Public  adolescents adultes. A partir de 12 ans. Jusqu'à 90 ans.,109
https://www.paris.fr/evenements/concert-denis-cuniot-dedicaces-33738,Concert : Denis Cuniot « Dédicaces »,Piano solo klezmer. Concert donné à l’occasion de la sortie de l’album Dédicaces. Denis Cuniot joue Nano Peylet (Buda Musique).,"<p>C’est au clarinettiste Nano Peylet, avec lequel il forma un duo dans les années quatre-vingt, que le pianiste Denis Cuniot doit sa « révélation klezmer ». En hommage à ce coup de foudre musical et amical qui lui permit de trouver sa voie, celle d’un pionnier du klezmer en France, Denis Cuniot prolonge leur échange et leur réflexion sur la possibilité de « faire du neuf avec la tradition » dans son dernier disque, enregistré au mahJ à l’automne 2022.</p>",2023-05-23 23:00:00+02:00,2023-05-24 00:30:00+02:00,"Concert,Musique",musée d'art et d'histoire du Judaïsme,71 rue du temple,75003,Paris,"48.8609559968398, 2.35561695990879",payant,Public  adultes.,0
https://www.paris.fr/evenements/grand-entretien-anne-sinclair-33742,Grand entretien : Anne Sinclair,"Anne Sinclair converse avec Ivan Jablonka. Anne Sinclair présenta durant treize ans l’émission politique « 7 sur 7 », puis fut notamment directrice éditoriale du Huffington Post. Mais c’est désormais en écrivaine qu’elle interroge depuis plusieurs années son histoire familiale.","<p>Son grand-père maternel, le galeriste Paul Rosenberg, spolié sous le régime de Vichy, est au cœur de <em>21, rue La Boétie</em> (2012). <em>Dans La Rafle des notables</em> (2020), elle revient sur la manière dont son grand-père paternel, Léonce Schwartz, échappe à la déportation après avoir été interné au camp de Compiègne-Royallieu.<br><br>Enfin, la part juive de son histoire tient une place essentielle dans ses mémoires publiées en 2021 sous le titre <em>Passé composé</em>.</p>",2023-06-01 22:00:00+02:00,2023-06-01 23:30:00+02:00,"Conférence,Histoire",musée d'art et d'histoire du Judaïsme,71 rue du temple,75003,Paris,"48.8609559968398, 2.35561695990879",payant,Public  adultes.,0
https://www.paris.fr/evenements/atelier-philosophie-en-famille-31240,Atelier Philosophie en famille,"un atelier philosophie pour les enfants de 4-6 ans accompagnés d'un parent, proposé par l'association Ludomonde.","<p><strong><br></strong><strong></strong></p><p>Depuis quelques décennies la philosophie pour enfants se développent 
en France et de nouveaux outils sont proposés aux éducateurs. Formée 
dans les meilleures organismes, notre équipe propose des ateliers 
philosophiques à partir de supports culturels variés : jeux, contes, 
extraits vidéo, images…</p><p>Cette séance abordera le thème de la peur. <br></p><p><strong>Durée : 1h30, avec une pause au milieu</strong></p><p><strong>Public : 5 à 10 personnes</strong>.</p><p><strong>Atelier gratuit, la présence d’au moins un parent par famille est obligatoire.</strong></p>",2023-05-24 18:00:00+02:00,2023-05-24 19:30:00+02:00,"Atelier,Enfants",Bibliothèque Václav Havel,26 esplanade Nathalie Sarraute,75018,Paris,"48.8890750188795, 2.36299999168281",gratuit,Public enfants. A partir de 4 ans. Jusqu'à 6 ans.,0
https://www.paris.fr/evenements/j-ai-un-coup-de-coeur-et-vous-33951,J'ai un coup de coeur ! Et vous ?,"Vous dégustez des romans, vous engloutissez des mangas ou des BD, vous dévorez des films et des séries…
Venez discuter, échanger et partager avec nous vos coups de cœur dans notre club.","<p>Ouvert à tous, sourds et entendants, entrée libre. En présence d'interprètes LSF/FR<br></p>",2023-06-10 19:00:00+02:00,2023-06-10 20:45:00+02:00,Littérature,Bibliothèque Louise Walser-Gaillard,"26, rue Chaptal",75009,Paris,"48.8810968798714, 2.33229874279607",gratuit,Public  adultes.,0
